Topology_Type	Latency_ms	Throughput_Mbps	Bandwidth_Mbps	Jitter_ms	Packet_Loss_%	Num_Nodes	Num_Links	Network_Traffic_Load_Mbps	QoS_Score
Star	95.7264688787242	480.84960886071485	710.5358416075858	43.43547005292158	5.7371653772915865	24	34	10.52124749616497	926.4470078206108
Mesh	186.20454935881025	433.596621548938	143.9800460319171	35.225277566580665	2.844864259857811	29	13	65.10702140428623	763.1026531083994
Bus	185.76727165151033	154.21488249693576	587.1008083898162	15.050012326790313	1.2272352172693313	47	52	324.1977447334989	670.7255272825685
Hybrid	169.34555331150267	851.334192354683	558.4883381858592	40.9134578589929	1.7897637706363545	40	12	212.40659193550434	1007.7081650594832
Bus	46.8135248437407	281.5045271817749	62.064030131558695	27.06580556914629	1.7737561067699625	28	97	102.40148002434888	988.788944481987
Mesh	95.1868509055575	776.9181897855503	412.1965673194001	46.15841781074522	1.7502288817662004	46	96	225.657845598533	1111.3454775478804
Hybrid	176.00778850930652	609.1513882880529	202.54287984620285	32.89874740116046	7.762791508187291	41	46	17.80769260934902	825.5840809417998
Mesh	88.61856862473964	270.55478718467674	558.8247418166774	28.326709983562548	2.7968959889282177	41	27	373.2708933661385	887.5812314782331
Star	191.6261097271664	46.48340466899243	731.8825352058806	23.947187521622276	6.150013964112063	14	18	381.94570673296516	542.5685619566094
Star	75.58775498351973	593.4161786627166	228.6589809594787	41.02770217199864	9.523348571343279	30	8	433.5863390921833	988.7575403928881
Hybrid	187.24841669251947	387.6299591447534	402.60227275385074	36.551189736665165	4.259190686880167	23	53	358.8633673889763	721.8994547135384
Mesh	137.62313502842176	647.1007788253037	21.36004785021735	5.915906697740092	5.531915558731941	43	31	352.7021111334764	984.1111037218787
Star	183.7509227573203	936.4333886797411	655.5664617351566	5.412246376035807	8.109289584161715	32	95	165.88741905471045	1011.5035834195592
Bus	120.59599824616456	516.9344887724629	703.5084058869242	41.304423133340705	2.266104611466777	49	27	309.4125097051722	932.6575670792236
Hybrid	141.0415890438099	607.2844698780987	671.2422892224932	33.872352039591675	5.638915732433021	5	7	388.1916449362097	914.3613714677118
Star	46.4641553374591	69.40875229230694	812.5459142427362	44.69586985382989	9.380869345376755	21	61	64.86979577752169	780.9235672367229
Hybrid	192.05940342566208	122.3525661371764	40.649091052416246	11.029083111706372	5.880932903709955	23	68	494.8721967868984	601.7045225126049
Bus	179.1939566206715	96.94194377966299	647.8460332342415	48.24523537835845	4.744496050209625	47	86	292.06090101851555	570.2702450788546
Bus	29.901857944079612	218.62764532876113	198.1451801506189	46.47068799025973	3.512307242402156	34	22	303.16135767279667	944.6810023668103
Mesh	169.51129312014743	631.5462269714367	62.625506026634895	38.28749852816987	0.9124394374707545	48	43	425.4058884758697	910.1948850784611
Star	91.0413820404302	44.18450751221158	988.7103362785556	23.993797916541077	0.4600267291943039	15	94	460.7080307442035	799.4185255084908
Bus	36.291934704240575	129.54858337989788	666.4398603336064	23.55406012314445	0.33269287754186916	35	96	332.2141910659808	953.5324033213324
Star	12.24988191576063	972.9434790023273	747.9027031458618	9.940167378356984	6.39077716603933	31	79	348.8137766389685	1383.1539529417137
Ring	36.954333962399716	58.17365229053391	162.54193756108248	15.655202945668917	2.405774692752738	8	62	81.37971791619313	907.6376068744368
Mesh	161.84455305613767	296.65545129831605	56.45671560225937	17.65651272165582	1.4896491264199985	23	69	58.725229273541	783.2573591901989
Star	41.33151869520243	752.1639312819844	732.6174600206897	31.303278717782867	4.804210639442399	6	98	285.56074391129414	1198.421903779489
Star	92.60040533783881	396.2057265421115	941.0633928515539	48.89143101759802	5.909605470608198	30	13	406.04023209064553	880.468851362899
Bus	153.78649766865584	11.35664220012908	168.8769808037243	7.86953644399121	0.5547351153327718	12	39	262.921247828487	680.7536699434384
Bus	17.477740779437934	752.5374349421193	178.8045931307784	24.258944323378778	6.791979603167927	24	65	208.00362872702706	1237.0050233954362
Hybrid	156.01216830574387	567.7474588553669	833.9282635303496	45.05285984237658	6.256814294133173	30	71	337.48306473573035	841.7019601112991
Bus	51.013734351596156	272.4526927200673	885.5654007920431	21.146729844166263	3.1138217284148717	48	5	445.44318524035384	971.3405656064432
Ring	71.80744872767124	552.8193463456977	640.6833583525831	25.649585059902297	3.366223993501445	12	97	169.65833075796493	1060.6581581926384
Mesh	99.97441271219985	841.934704483194	926.4977413714936	37.45827372859366	4.693664567871949	42	28	418.72312517699316	1117.8944705455874
Hybrid	107.98414480313625	158.28642121640706	266.0859520084549	18.499328240234085	5.100057837795111	23	78	23.56372436033497	784.4253502636287
Bus	170.79388515442463	55.10713688273905	850.2205387999397	7.390010390425905	7.120439817783869	32	55	377.5698928193526	603.6763843690427
Star	174.64927472080075	409.9292347277846	792.3129773684908	23.476511828623792	1.7714166225503636	45	37	381.2985905370702	802.7371339538515
Star	82.6841450013101	203.73105041423133	908.0522747440087	25.371740268390447	7.3905750310670415	10	13	92.5558562098532	824.5338744912393
Mesh	79.85441634142954	783.1793462550592	437.63539111801913	10.256828872837708	2.4007999290283766	44	90	379.8393250414981	1192.48759784513
Hybrid	140.7574174351527	923.5724472550962	843.7860016149726	1.0194266747878933	4.595805509910253	11	92	475.994109422779	1132.7841936459586
Mesh	103.67615507092012	572.4812184475078	756.9837966031621	48.15957214433955	7.652308173906665	31	5	127.02690276016534	930.1258591263377
Hybrid	48.28060355817739	292.70536312215097	332.62371363723463	25.376387578862712	9.851301309850024	33	11	55.273705573738205	913.2138799779264
Star	39.541215369159204	955.8191286722185	497.27879315270513	9.250800358872608	3.5670928331738736	12	98	303.91705855869566	1349.2800047277433
Star	116.19766863372939	859.7604531001202	360.4335449783604	47.64082396398805	3.950498049359603	14	19	477.7273559107067	1086.5186728430233
Bus	49.19688903682793	885.8339705855971	175.1323255570039	37.666586775224054	7.900433363015021	42	79	228.94588332388577	1209.0189934261564
Mesh	66.09911488758439	52.27728709819876	772.4054785628603	37.456900127767796	1.0933629298048175	17	54	15.087501449194187	826.8214342842307
Bus	20.35794932926875	331.0775612402781	580.783576569761	10.741476768396929	9.598375098433289	18	86	226.56339562010461	1012.7269158246733
Mesh	32.53062549916981	551.9775234131698	225.6465306601439	10.227519421894172	3.167998940196065	8	10	239.85271246249397	1163.9062421734434
Mesh	137.47761286928144	241.92228814725593	227.73789865230984	9.946354955031328	1.5716749697660626	46	95	26.804376726767245	815.3696362048574
Ring	156.05401597908278	878.4952130265236	391.45757249110994	17.94759049132005	7.610005299996537	29	7	74.51951188100186	1024.118135818151
Ring	84.91219218188947	189.45680216626116	343.3571660977159	30.496669272808735	7.675511040951438	45	96	92.5937327665775	802.4039024006242
Hybrid	120.0152722659019	253.77078474073534	664.5803776811565	34.13413387004605	1.5573119876538233	18	80	282.2338490436511	820.0805271569565
Hybrid	98.56821892286237	84.37486368863243	635.9714624555527	17.74884693627975	9.790292068980582	12	63	146.3472593009423	720.524802904366
Bus	182.67351410680806	492.2195220513897	900.5200766448809	17.120401717179874	3.044462816192018	15	7	367.04103144920936	824.6375020743887
Ring	31.675285806804315	77.32776405862784	421.2803011022433	44.638950751575294	4.83848846857741	44	77	300.4297471635837	859.9699996025682
Bus	197.24016500699906	935.6948701009277	154.6765609245504	48.92971589050632	3.0003940259376725	5	83	283.15124125006844	969.9685909413295
Hybrid	81.55616867780539	881.8175922166229	180.41102126077456	28.305143838596976	5.023896981920522	19	24	237.7389793470974	1185.0997731756
Ring	141.7291512487777	261.5434957153156	114.91229673302823	30.620111395430488	1.7198106300921312	19	26	88.86148900219791	784.1851719660353
Ring	130.88790435313285	431.6767588019607	167.0687182098832	40.98763142273336	1.059466483216478	46	32	318.29797269959505	881.9864587284499
Ring	195.182408721358	428.4702880339123	686.9041031927217	29.508321857863574	6.562234834588498	28	48	41.49418931708106	713.9854954415598
Ring	19.82472658779977	739.80320534235	499.85316444898064	41.14892309000709	5.659867174287523	6	85	456.08901087037674	1211.9300931176895
Bus	92.66371674966499	568.6067773449198	752.0745336336648	15.571911012199541	2.576766888192954	36	25	374.5672854615298	1049.8504197729012
Bus	62.385926910926514	736.5011303875665	436.77749530916714	10.291181950417116	8.02661304297517	45	64	55.44628783294525	1147.7758080165527
Hybrid	136.16705614123845	956.6707869827034	82.72624177169675	48.70898493158408	0.1613085330402808	27	78	70.51262555525335	1131.324718481096
Mesh	107.35221552090367	609.845913172879	282.1166781749808	14.806008908410073	5.25329540118441	32	87	105.97439768074912	1015.4765581701729
Ring	77.72899604175672	293.18333558198515	43.783711293537266	11.810499717957473	2.4217545574291943	13	95	60.76436360987901	949.2003805562509
Bus	78.0222066616285	713.8760504817917	495.34700838337585	6.846594267985728	9.770822638592293	41	43	287.55833074815047	1092.9154941297375
Bus	186.66057555018128	117.39641418444603	898.3477011587257	38.43698287706333	4.883290803228509	29	11	189.88287321319973	578.8886736439804
Bus	157.09788112061526	502.3660722576733	293.9956611989876	49.898635855131566	6.822047754051771	44	16	335.98599930518094	793.9188425643911
Ring	67.98867305950557	549.8000948536412	401.7847824444747	16.243975034219876	0.24557478297234536	39	88	306.16323821763893	1112.1009909267564
Bus	54.93029742158576	268.7494601505327	936.2794461057512	46.71000662484385	2.0945285494756796	45	37	260.8234793608059	933.5038398000722
Mesh	125.20739618765248	247.06372044791965	900.0524112923922	47.31568686238613	5.252190643785363	17	82	307.9041477165152	749.621631117222
Bus	43.77698055020353	758.8867392787822	399.7907207173805	22.141315289814123	1.705908117736683	8	90	120.92657289049762	1241.618354426896
Hybrid	85.29802315497365	128.6251317606823	356.18774958889	6.809386155167529	8.686560735426323	41	86	307.40611752060545	796.6368329833793
Bus	132.45593618021013	308.3732003795436	497.3497559982622	39.488183945458786	4.142781170832356	36	83	418.30643727786565	788.6146402028398
Ring	44.47955031075605	763.4541640340527	555.8698425217527	3.907296040437447	0.7391939690993599	42	22	203.19652688797566	1279.5150976438645
Ring	108.25979434084596	726.7967812989956	222.48923191922177	49.25857610553913	0.01711730478730633	21	28	259.9454270236292	1072.8197647616241
Hybrid	28.75270346827616	702.3998287915836	983.3246831106879	34.98008147540298	2.17737545940195	24	22	109.96216963589315	1219.4506306521155
Ring	93.57779348492328	27.747792151325413	589.1674233505631	28.17047358431951	3.3925910268160377	33	78	290.0449079309872	750.5366884611765
Bus	163.0039923969508	659.5178829602377	658.3183854250317	33.82957232720747	3.076104446187232	41	87	362.17438277014725	922.2455537335338
Mesh	148.74018840719486	482.2375734688028	445.75845573314837	4.8503479621502805	3.7738765825335663	16	61	55.03366154779068	898.6241221514506
Ring	81.27843046958168	986.7910502463828	962.828477565674	43.12748367221422	3.4586069698585264	9	24	70.0905196198866	1231.5613689771214
Ring	151.0997337956783	225.9071091274724	674.0685496832692	11.9504974238552	9.520316168283125	18	23	472.58497775279864	697.6251791537655
Star	93.2405113004395	264.46982663242414	150.93263379048753	27.39699793424052	3.8637747762015273	42	67	304.9339605162918	866.020646051957
Bus	191.61214131836812	384.883121446128	188.9717101854336	19.997787986953462	8.433362778085764	8	75	495.97606171384456	694.8869683250399
Ring	70.96071169826635	51.973976506831654	439.73544897773473	36.257435711978594	6.230503232050026	31	16	207.18734032447108	767.3743789684149
Star	22.316013312699695	297.7580734817268	929.5912386220799	25.332586545347407	9.664099833846674	11	92	272.201469297376	969.6071319589761
Hybrid	173.34300198733595	568.036306006403	776.9960220372728	3.4320265005001294	9.848803847455494	24	39	101.25641705542476	833.6960708032245
Bus	45.67902565014088	50.67388902756133	103.32868604892275	2.2641052307877665	2.4089834393511547	27	38	306.66853431715714	906.4929009738056
Ring	164.01970577401397	180.71104504673804	681.3305589203818	43.3717532232505	2.1151675430586856	44	25	176.7635389754433	676.1068057098785
Star	18.983328817387168	101.69961510245284	198.62331148814698	18.505568156549156	0.007716580792244132	38	19	269.9374413728334	985.0476318737059
Hybrid	101.57990510257979	548.9609272647311	981.5784849490124	2.51050777371053	5.598356406733838	31	5	232.7586245375735	1011.571327699302
Bus	39.31388855487137	311.20669012259333	833.7003173911033	10.696007551769243	8.869996935509214	49	85	272.4366178196581	972.2315872688079
Bus	139.3192581894236	250.91298022629783	891.141516563808	27.471518970474733	9.34361378459355	18	58	131.5550557759101	712.1745574326541
Ring	84.09303498930164	375.0326346992586	950.4514582463104	37.141427857164	4.149288690025817	11	40	342.25507822207555	922.1252186850219
Mesh	82.61904758815758	501.59689998245597	481.27930919757597	23.13259900903587	6.689928632832734	22	90	318.0333441378754	983.9621699730317
Hybrid	184.34123552804164	739.6812023968604	865.8621408753531	17.085844076476242	5.030007752280606	43	93	177.71444544083582	925.2292865048264
Ring	154.71728259179122	259.872337446466	593.2818336218256	15.25315985014904	8.650146689763542	5	39	19.04260439100021	711.1203968667916
Star	48.08401585644766	969.7542493887017	140.5648915307599	4.8522293681693585	6.616758060656769	47	55	292.7566381610004	1315.2631683226339
Mesh	11.927778947224498	328.4720584419414	412.8059363502541	16.6967042245056	2.130401708460311	29	66	497.1307436659097	1094.0313979051602
Mesh	66.24188417080597	95.73963039680258	626.1910934550359	16.993907721783852	9.974225389080036	40	38	288.36587882979717	790.1529313833132
Ring	166.7386759950554	533.0041017534577	702.3792902369466	37.40684921982423	9.022195397448712	16	64	419.62972482483366	786.6924710823946
Mesh	59.77279573510912	898.3446885852642	626.229775812826	26.154030707501374	8.507565370644915	37	73	68.07235418984217	1205.3200530547126
Ring	90.61223462040407	443.42845023203853	312.7765277878106	27.603124377062038	1.0944333515422533	26	9	92.55815191582836	988.1407357941956
Bus	149.43372279509174	409.59731735413806	573.203235056248	32.18152000931627	0.14932736116854306	47	86	198.59416471238308	856.1656594612258
Ring	181.39674126533023	28.171223082382188	809.1915943958745	31.809410743281386	1.4569080147772184	12	8	231.18910511104545	589.0089327478363
Bus	151.17305609757466	342.25297384072303	877.4612058098606	17.60948287690573	6.855949555426769	21	32	267.64770341958666	773.806654855586
Hybrid	107.9016870822018	118.81707017426511	595.6861891397514	34.13123516517674	9.59238004599075	44	51	222.88075890955483	696.4845077150563
Ring	172.08976533222412	606.9547829945064	905.7944625612911	15.36692112979931	0.9527513342849192	28	77	84.55367674640075	926.7199657952567
Mesh	168.26858530084849	873.8379108451528	113.40027534685682	18.067024277750942	4.932331734598122	46	19	86.24106466842262	1023.9579310582717
Bus	149.6228567978456	581.8647499401327	468.0341793146279	30.46214540567564	6.097391306878611	49	75	281.568427549209	885.0195301970756
Hybrid	31.21144518690239	814.4125285060494	54.738667124547696	17.50806332073531	3.7821639135777128	24	37	265.3493714425562	1280.6996397623398
Mesh	192.4501872431157	304.74269127916614	261.322872551844	42.86772780654168	0.5334572969811724	41	7	69.36395623022631	697.8348064737274
Mesh	40.26257328574331	873.4621371179409	566.9208285295224	34.64156356781854	0.7879167578042223	37	26	237.18368375587428	1296.3644090577138
Mesh	37.83826649579007	998.6182178375315	449.79616316673713	2.1654435262810523	1.202088629253919	27	28	181.71743615137768	1408.3635243452247
Mesh	158.98351869541173	98.34338590252	137.90965364846696	21.823789353062995	9.059851997402763	48	71	55.359795723051505	607.8704515568144
Bus	174.76961419949575	419.33612730497015	259.22740329394867	49.12186147350131	9.572064125455347	45	95	128.36679694198227	690.7254017886881
Star	125.27972998985418	397.2464968106458	436.0882248998196	16.866976745617972	4.008178523526361	17	87	346.127786711712	882.6815380719239
Ring	56.62462059612003	627.7652873676884	290.99113838987034	37.48248490824595	7.349996008022227	23	61	493.38486653571994	1070.909715049013
Bus	147.8410961918518	260.2312293380043	932.8197479936329	39.60100301301937	7.090873957183992	43	78	348.31228617813963	704.1231781939297
Star	138.52551065356758	87.13163034369505	960.7106048973512	20.584760531337842	4.468568719237433	44	55	33.944494691083506	690.9519658753312
Ring	186.71682044963748	629.6183179605405	331.13692590485323	19.893224755651058	9.427259506311715	43	11	221.80975577664262	817.2630858844016
Mesh	106.82092186347995	42.08946584231852	77.16313750681675	0.34345823146391674	7.065472568186413	5	35	62.75575335346333	736.2329761651393
Bus	188.3524741620868	847.812444798867	503.43595202371506	41.68762449469266	9.478874507559878	29	21	369.2279283148677	889.8810922576222
Bus	93.26395062124564	177.7180904429322	168.84401339759432	34.646680195105596	3.3696810934659505	46	86	467.7696106777953	816.6643127516569
Mesh	56.677224271859885	433.19313968905783	480.870805490961	40.46236898024645	4.625304359104273	45	77	309.2704011156413	996.2955242393966
Mesh	97.13912396486582	546.196433646303	381.42886883282097	24.619243566953358	8.65096111029988	10	90	65.95412726576316	955.381492439991
Ring	198.93405538751787	867.3718437103898	455.26242669520036	0.7428855204717422	0.8299156919981665	22	67	401.1797778683193	1026.40432587947
Bus	23.705132189654147	318.13802264711666	502.8769544291502	43.95986020000837	8.116360048270595	30	44	99.67664215277405	964.5553561615316
Ring	192.27462829107535	387.3010462554054	413.1991121736834	23.54956690301824	0.21003970546044526	22	60	240.49364419504812	771.6765191364203
Bus	149.66499866108515	463.4788069969752	309.7791622343516	38.01888867179809	1.4969789779583464	13	75	40.70627611917676	860.4112833890367
Star	161.3812552102733	282.2946794586079	389.34150620128423	34.916703921538314	3.7893110300730273	22	38	148.24085816798112	728.1166631257195
Bus	14.767713559926262	245.3182979311191	31.156968131429053	49.2949335850842	9.645379268284534	29	56	426.86362612936654	922.7275287852353
Hybrid	170.4472408058623	828.4752317043345	721.7119623109642	17.871814191869923	1.0511176391171728	43	17	46.602463399843586	1036.024236561466
Bus	25.204261509120812	435.117786078193	948.9487210210301	23.452963446611474	7.111196327567992	10	18	457.5510143689301	1060.8589615752578
Ring	169.48742463452908	439.1712341697986	595.3923804099916	7.585518266983199	5.79506765556265	47	67	56.0392759145855	811.2818138597397
Ring	84.19694795940167	555.3111442842787	883.2355679797992	47.19617306809825	1.7715908688762483	32	73	366.2301049387287	1020.7515079324262
Mesh	17.364719139167832	550.9940658848975	35.79356274979224	47.48481034822401	4.593943790767256	40	20	367.7397217436057	1123.6009412341045
Ring	41.64598695776956	26.461881002365438	24.04553854248457	18.931497088539007	1.3440155400753862	7	64	412.01853315856266	888.1015655520813
Bus	49.50504224192914	538.4978731252738	379.61969884972956	3.2590268560494016	9.586419143613789	22	30	34.91081022971109	1069.4861203585665
Ring	149.00184965973654	321.34634138156395	731.8588842906224	33.68935430653501	8.114747446536574	19	82	162.83263390745728	730.9879654461406
Star	148.9862633125302	384.3348579874463	947.3134701459395	25.85088984191416	0.8853281305331451	10	34	186.78423614334773	846.56528630046
Star	30.92872613605053	388.2230288327545	632.8605009076733	20.129829976174847	6.218596427009234	29	97	286.7010890177618	1039.8733529099216
Hybrid	42.300416217363455	38.1750671864544	854.5947879373745	3.510955772302937	2.8898546385105126	12	68	111.96163992560889	900.3217211149408
Ring	12.751683005345313	687.4347751276774	513.0771787700943	42.78926465049332	1.2348828270960588	30	7	224.94928150193323	1241.6812963064474
Hybrid	194.7785004644259	725.4195051826573	156.18051505537224	39.8441919291344	9.736479553988572	30	42	373.76814946659454	816.0216682288896
Mesh	98.64691382034184	861.7215564071186	738.8684219111979	12.252506358922238	1.7554865256935226	12	8	203.56876588750768	1197.633325767557
Star	182.75703595537493	679.9201287932102	846.4577656365207	33.07542441164771	4.002713201465944	24	6	347.2706815519934	884.8057238537242
Bus	54.48812489139648	579.573299567954	146.188133854931	36.918698624535864	3.194977057551198	16	93	105.70672319030963	1093.4825814888682
Hybrid	49.95231879657998	579.8085020076386	110.88536007799864	34.54150445874344	3.6124123271026676	12	43	433.79543045139735	1102.0632334515176
Star	75.05608982554398	768.8638804206922	628.2247094414846	35.23086041968354	7.7004691986895	15	86	442.542882896938	1104.4687779428377
Star	143.16268883795138	763.0674371281679	675.6856363769157	45.01753705413793	7.790765845506433	44	31	130.5497779990207	949.7743768519099
Mesh	63.756197278167456	470.1920068228484	819.3363344880732	31.39983527256589	7.1068187863129895	5	93	388.55068888303833	989.4156680831106
Star	149.2587857114036	752.1687071657313	476.05305138332034	45.84785013598193	4.804010261700169	11	87	140.20427804024754	960.754904339084
Hybrid	122.69601226198331	483.97170810768563	596.5748809000718	35.16241830971863	2.9901748419338956	48	45	303.01046455605155	913.9484536459593
Bus	104.68727679918102	579.6121916183323	517.090671790512	16.50832811950928	0.7875690775950495	12	22	102.32752927532644	1047.7933592555896
Bus	131.70067127473578	943.1835596339803	173.04905914865216	42.09412248942056	9.441095773784227	38	6	116.43753351579537	1050.6382957955454
Mesh	120.89236730646815	997.6527532382368	238.5760294505461	38.172831231135426	7.262579456488157	26	82	53.60059655916617	1127.1566005945974
Mesh	160.91208346130043	978.5084860000968	718.9990281594271	42.94495331242924	6.396822010307531	49	33	46.76255750601504	1039.0444260057284
Star	187.57492269512986	387.65428813389354	528.955603820269	27.154981439287806	2.5991694641736904	29	92	447.75669601202566	751.9531318760183
Star	49.64180863265637	417.03393805740905	158.02426846485508	35.74257628624323	3.837957672517823	29	64	259.63525855904305	1017.2399106088487
Ring	59.14859060382076	820.3065897841146	488.0239027967128	40.77646397607504	5.282968043621443	49	28	184.46399342059019	1177.8617372840888
Bus	111.62688574330194	29.9318775960672	797.3433637083729	15.35760813134025	9.538646091166243	8	52	14.641847444582165	673.2892942027569
Star	55.81618805782054	982.1992795868293	562.4038352406473	42.83227411988258	0.39871843385987593	28	83	112.82501409894716	1311.231668159351
Mesh	112.39336004205465	308.19840044726834	962.8644346316693	5.807703500194894	2.826589558737128	34	92	74.10872776415903	892.3350293018613
Bus	110.25758729937708	148.2872991582391	878.3840972277522	9.235932300656257	3.5299533066379185	48	8	179.84244996025024	804.4750434630018
Mesh	61.03578629533082	972.657551591279	616.9832106902531	26.20781498414264	0.753284135896577	49	91	16.045427237091847	1317.4126393697982
Hybrid	86.98730303984267	631.1401697966546	990.7065743346412	9.551384199295015	5.911813925831008	37	8	275.39531814538464	1068.1502632613892
Mesh	81.75619724368394	837.4630119508219	395.4664387209786	44.798375411292355	1.1438128899242017	49	5	195.6659597408466	1176.5834194718625
Mesh	165.61282991553298	276.853403607333	354.61601370145416	47.389843575743	9.828761919738637	40	98	65.30983199847029	637.8286574115996
Star	102.19143314187562	860.6841171764495	559.2032485468874	17.211834749940465	8.757927128180505	15	62	195.3164460107858	1112.5621688977578
Hybrid	162.38446431572936	961.886719215578	139.77729309729753	7.101056403453887	3.2571587359638143	39	11	368.31772192944874	1112.9512590115114
Mesh	75.09532972180384	478.0376253096172	292.95700515596195	1.954567641630589	8.134830534660937	6	81	349.31278631442933	1004.5479964021457
Bus	26.93712967992512	358.40610213607505	794.2015730816402	3.1200645944492953	1.928059586610159	44	10	38.19947385923349	1101.3680989504116
Hybrid	177.34597767528143	631.6646802868129	534.5646541402501	22.155186275370127	0.7912429148039135	27	91	348.82277026701615	919.9951762317493
Hybrid	163.04066970298058	500.0943915500029	380.25355090553626	17.007197276748894	6.864531407462482	9	45	268.5577268935582	829.8097463792922
Hybrid	121.7908368973697	877.83869027168	186.977525861195	41.04137555246743	3.895536602813512	22	69	330.3456717466284	1094.8202419842642
Mesh	20.51385838228093	328.22660401576616	371.156316637678	5.566680789478013	4.168724285054946	8	53	245.1991127672219	1073.0483212085546
Ring	45.11014909939556	749.5667793234833	409.87315460381944	28.535980572190873	6.419701426697452	44	17	333.9222146104047	1177.5621063376898
Ring	169.78785430856243	68.1991934794783	203.0738735114128	33.75484400553045	4.553240336507792	29	21	182.34201032383294	598.3592187492407
Hybrid	100.04134781501062	551.5324609160671	441.29763036580835	32.110742871890544	7.454068139038469	10	34	69.99048851483732	952.9767391297918
